Region,Country,Year,Tenure >=,Category (Severance pay / Redundancy pay),General remarks,Severance pay amount in time
Americas,Ecuador,2019,1 year,Severance pay,"According to articles 185 and 188 of Labour Code, severance pay shall be paid considering lenght of service:<br/>1) Up to three years of service, with the value corresponding to three months of remuneration; and,<br/>(2) Over three years, with the value equivalent to one month of remuneration for each year of service, without in any case that value exceeding twenty-five months of remuneration.<br/><br/>Bonus for “desahucio” is due in the amounts to 25% of last monthly salary per year of service (which would be paid in case of desahucio according to article 184 of Labour Code).<br/><br/>If dismissal is for an alleged just cause but the prior approval (“visto bueno”) of Labour Inspector is denied, then an additional amount of one monthly salary deposited by the employer is paid to the employee, in addition to severance pay and bonus for desahucio. This situation only applies if the employer requests the suspension of the employee during the prior approval (“visto bueno”) procedure.",0.0 month(s)
Americas,Ecuador,2019,2 years,Severance pay,"According to articles 185 and 188 of Labour Code, severance pay shall be paid considering lenght of service:<br/>1) Up to three years of service, with the value corresponding to three months of remuneration; and,<br/>(2) Over three years, with the value equivalent to one month of remuneration for each year of service, without in any case that value exceeding twenty-five months of remuneration.<br/><br/>Bonus for “desahucio” is due in the amounts to 25% of last monthly salary per year of service (which would be paid in case of desahucio according to article 184 of Labour Code).<br/><br/>If dismissal is for an alleged just cause but the prior approval (“visto bueno”) of Labour Inspector is denied, then an additional amount of one monthly salary deposited by the employer is paid to the employee, in addition to severance pay and bonus for desahucio. This situation only applies if the employer requests the suspension of the employee during the prior approval (“visto bueno”) procedure.",0.0 month(s)
Americas,Ecuador,2019,4 years,Severance pay,"According to articles 185 and 188 of Labour Code, severance pay shall be paid considering lenght of service:<br/>1) Up to three years of service, with the value corresponding to three months of remuneration; and,<br/>(2) Over three years, with the value equivalent to one month of remuneration for each year of service, without in any case that value exceeding twenty-five months of remuneration.<br/><br/>Bonus for “desahucio” is due in the amounts to 25% of last monthly salary per year of service (which would be paid in case of desahucio according to article 184 of Labour Code).<br/><br/>If dismissal is for an alleged just cause but the prior approval (“visto bueno”) of Labour Inspector is denied, then an additional amount of one monthly salary deposited by the employer is paid to the employee, in addition to severance pay and bonus for desahucio. This situation only applies if the employer requests the suspension of the employee during the prior approval (“visto bueno”) procedure.",0.0 month(s)
Americas,Ecuador,2019,5 years,Severance pay,"According to articles 185 and 188 of Labour Code, severance pay shall be paid considering lenght of service:<br/>1) Up to three years of service, with the value corresponding to three months of remuneration; and,<br/>(2) Over three years, with the value equivalent to one month of remuneration for each year of service, without in any case that value exceeding twenty-five months of remuneration.<br/><br/>Bonus for “desahucio” is due in the amounts to 25% of last monthly salary per year of service (which would be paid in case of desahucio according to article 184 of Labour Code).<br/><br/>If dismissal is for an alleged just cause but the prior approval (“visto bueno”) of Labour Inspector is denied, then an additional amount of one monthly salary deposited by the employer is paid to the employee, in addition to severance pay and bonus for desahucio. This situation only applies if the employer requests the suspension of the employee during the prior approval (“visto bueno”) procedure.",0.0 month(s)
Americas,Ecuador,2019,10 years,Severance pay,"According to articles 185 and 188 of Labour Code, severance pay shall be paid considering lenght of service:<br/>1) Up to three years of service, with the value corresponding to three months of remuneration; and,<br/>(2) Over three years, with the value equivalent to one month of remuneration for each year of service, without in any case that value exceeding twenty-five months of remuneration.<br/><br/>Bonus for “desahucio” is due in the amounts to 25% of last monthly salary per year of service (which would be paid in case of desahucio according to article 184 of Labour Code).<br/><br/>If dismissal is for an alleged just cause but the prior approval (“visto bueno”) of Labour Inspector is denied, then an additional amount of one monthly salary deposited by the employer is paid to the employee, in addition to severance pay and bonus for desahucio. This situation only applies if the employer requests the suspension of the employee during the prior approval (“visto bueno”) procedure.",0.0 month(s)
Americas,Ecuador,2019,20 years,Severance pay,"According to articles 185 and 188 of Labour Code, severance pay shall be paid considering lenght of service:<br/>1) Up to three years of service, with the value corresponding to three months of remuneration; and,<br/>(2) Over three years, with the value equivalent to one month of remuneration for each year of service, without in any case that value exceeding twenty-five months of remuneration.<br/><br/>Bonus for “desahucio” is due in the amounts to 25% of last monthly salary per year of service (which would be paid in case of desahucio according to article 184 of Labour Code).<br/><br/>If dismissal is for an alleged just cause but the prior approval (“visto bueno”) of Labour Inspector is denied, then an additional amount of one monthly salary deposited by the employer is paid to the employee, in addition to severance pay and bonus for desahucio. This situation only applies if the employer requests the suspension of the employee during the prior approval (“visto bueno”) procedure.",0.0 month(s)
Americas,Ecuador,2019,6 months,Redundancy pay,"There is no specific provisions concerning redundancies, but in case of dismissals generated by closure of enterprises, the employer must pay severance compensation for unjustified dismissal (despido intempestivo) and the indemnity correspondent to desahucio (articles 185, 188 and 193 of Labour Code).",0.0 month(s)
Americas,Ecuador,2019,9 months,Redundancy pay,"There is no specific provisions concerning redundancies, but in case of dismissals generated by closure of enterprises, the employer must pay severance compensation for unjustified dismissal (despido intempestivo) and the indemnity correspondent to desahucio (articles 185, 188 and 193 of Labour Code).",0.0 month(s)
Americas,Ecuador,2019,1 year,Redundancy pay,"There is no specific provisions concerning redundancies, but in case of dismissals generated by closure of enterprises, the employer must pay severance compensation for unjustified dismissal (despido intempestivo) and the indemnity correspondent to desahucio (articles 185, 188 and 193 of Labour Code).",1.0 month(s)
Americas,Ecuador,2019,2 years,Redundancy pay,"There is no specific provisions concerning redundancies, but in case of dismissals generated by closure of enterprises, the employer must pay severance compensation for unjustified dismissal (despido intempestivo) and the indemnity correspondent to desahucio (articles 185, 188 and 193 of Labour Code).",2.0 month(s)
Americas,Ecuador,2019,4 years,Redundancy pay,"There is no specific provisions concerning redundancies, but in case of dismissals generated by closure of enterprises, the employer must pay severance compensation for unjustified dismissal (despido intempestivo) and the indemnity correspondent to desahucio (articles 185, 188 and 193 of Labour Code).",4.0 month(s)
